componente,valor_singular,varianza_explicada,varianza_acumulada
188,7.0256534,0.0003318080046016331,0.9476762831449365
189,7.011461,0.0003304687824002265,0.9480067519273366
190,6.965016,0.00032610514061782076,0.9483328570679544
191,6.944855,0.00032422000934855227,0.948657077077303
192,6.930072,0.0003228411564334345,0.9489799182337364
193,6.889668,0.0003190876603861525,0.9492990058941225
194,6.858953,0.00031624893800523765,0.9496152548321277
195,6.829492,0.0003135380370341678,0.9499287928691619
196,6.7761583,0.00030866011418642945,0.9502374529833483
197,6.757289,0.0003069434713382355,0.9505443964546865
198,6.7246137,0.00030398216222910597,0.9508483786169156
199,6.705326,0.0003022408952407964,0.9511506195121564
200,6.6856875,0.0003004730834131168,0.9514510925955695
201,6.652123,0.0002974636896150291,0.9517485562851845
202,6.6231956,0.00029488222207519114,0.9520434385072597
203,6.6084433,0.0002935700542373559,0.9523370085614971
204,6.554826,0.000288825629545554,0.9526258341910426
205,6.5396943,0.00028749369086553014,0.9529133278819082
206,6.5072575,0.0002846488294140604,0.9531979767113222
207,6.472711,0.000281634508071206,0.9534796112193934
208,6.4470615,0.0002794068527129348,0.9537590180721063
209,6.4126587,0.00027643286390299966,0.9540354509360093
210,6.38479,0.00027403538788741056,0.9543094863238967
211,6.3790526,0.0002735431185607236,0.9545830294424574
212,6.353676,0.0002713710591453174,0.9548544005016028
213,6.324858,0.000268914987223464,0.9551233154888262
214,6.31455,0.000268039145233382,0.9553913546340597
215,6.287543,0.000265751260745982,0.9556571058948057
216,6.2396107,0.000261714874550322,0.955918820769356
217,6.2220697,0.0002602454655727221,0.9561790662349287
218,6.1902122,0.0002575873331154694,0.9564366535680441
219,6.128825,0.0002525037837411052,0.9566891573517852
220,6.117643,0.00025158321603800226,0.9569407405678232
221,6.092246,0.0002494987033504272,0.9571902392711736
222,6.0778117,0.0002483178310892778,0.9574385571022629
223,6.042972,0.0002454791430840144,0.9576840362453469
224,6.0380907,0.0002450827177890107,0.9579291189631359
225,6.025095,0.00024402887512234745,0.9581731478382582
226,6.004368,0.000242352777131543,0.9584155006153898
227,5.9755135,0.00024002909063218863,0.958655529706022
228,5.964111,0.000239113907012161,0.9588946436130341
229,5.927926,0.0002362212582681889,0.9591308648713023
230,5.9227176,0.00023580633538671541,0.959366671206689
231,5.880269,0.00023243836785194296,0.9595991095745409
232,5.864538,0.00023119639608853467,0.9598303059706293
233,5.8635116,0.00023111545792564648,0.960061421428555
234,5.815664,0.00022735892584283956,0.9602887803543978
235,5.8049655,0.0002265232100829074,0.9605153035644807
236,5.767199,0.00022358532867062036,0.9607388888931513
237,5.7428308,0.00022169987938510204,0.9609605887725364
238,5.7159805,0.00021963163956773254,0.9611802204121042
239,5.6986566,0.0002183023396641333,0.9613985227517683
240,5.6748843,0.00021648481959387077,0.9616150075713622
241,5.640242,0.00021384983219754994,0.9618288574035597
242,5.6302776,0.0002130948940005834,0.9620419522975603
243,5.6182094,0.00021218235253141904,0.9622541346500917
244,5.61115,0.0002116494510875141,0.9624657841011792
245,5.596695,0.00021056039846473974,0.962676344499644
246,5.560836,0.00020787083994786089,0.9628842153395919
247,5.549747,0.000207042637140506,0.9630912579767325
248,5.5322757,0.00020574109566462616,0.9632969990723971
249,5.4928007,0.00020281548336298832,0.9634998145557601
250,5.469899,0.00020112778223645215,0.9637009423379965
